category_class	label	definition	synonyms	subsets	crossreferences	txgnn	medical_specialization	anatomical
MONDO:0018018	wild type ATTR amyloidosis		Senile systemic amyloidosis; ATTRwt-related amyloidosis; ATTRwt amyloidosis; wild type ATTR-related amyloidosis; SSA	mondo:rare; mondo:gard_rare; mondo:nord_rare; mondo:ordo_disorder; mondo:orphanet_rare	SCTID:237877004; NANDO:1200212; ICD9:277.39; GARD:21501; MEDGEN:87446; UMLS:C0342623; DOID:0080937; Orphanet:330001	neurodegenerative_disease|metabolic_disorder	neurology | genetics_and_genomics	muscle_disorder | heart_disorder
MONDO:0019440	wild type ABeta2M amyloidosis		ABeta2Mwt amyloidosis; dialysis-related arthropathy; wild type ABeta2-microglobulinic amyloidosis; dialysis-related amyloidosis	mondo:ordo_disorder; mondo:orphanet_rare; mondo:gard_rare; mondo:nord_rare; mondo:rare	GARD:19065; MEDGEN:78673; Orphanet:85446; SCTID:32599008; icd11.foundation:499046814; UMLS:C0268405	neurodegenerative_disease|metabolic_disorder	genetics_and_genomics|neurology	brain_disorder | vascular_disorder
MONDO:0010757	widow's peak syndrome		widow's peak syndrome		UMLS:C1839112; MESH:C564040; OMIM:314570; MEDGEN:374133	neurodegenerative_disease | autoimmune_diseases | inflammatory_disease	neurology | psychiatry | otolaryngology	spinal_disorder | brain_disorder
MONDO:0014346	white sponge nevus 2		White sponge Nevus type 2; white sponge nevus 2	mondo:nord_rare; mondo:rare; mondo:gard_rare	DOID:0081288; GARD:16012; MEDGEN:862758; UMLS:C4014321; OMIM:615785	neurocutaneous_syndrome | skin_condition	dermatology | pediatric	skin_disorder|skin_disorder
MONDO:0008676	white sponge nevus 1	Any hereditary mucosal leukokeratosis in which the cause of the disease is a mutation in the KRT4 gene.	KRT4 hereditary mucosal leukokeratosis; White sponge Nevus type 1; white sponge nevus 1; hereditary mucosal leukokeratosis caused by mutation in KRT4	mondo:otar; mondo:rare; mondo:gard_rare; mondo:nord_rare	OMIM:193900; DOID:0081287; MEDGEN:860363; UMLS:C4011926	neurocutaneous_disease | skin_condition | tumor	dermatology | genetics_and_genomics	skin_disorder | skin_disorder
MONDO:0018269	white platelet syndrome	White platelet syndrome (WPS) is is a platelet granule disorder characterized by thrombocytopenia, increased mean platelet volumes, decreased platelet responsiveness to aggregating agents, and significant defects in platelet ultrastructural morphology leading to prolonged bleeding times and bleeding.		mondo:orphanet_rare; mondo:gard_rare; mondo:nord_rare; mondo:rare; mondo:ordo_disorder	SCTID:718553004; MEDGEN:419379; UMLS:C2931293; GARD:9282; Orphanet:370131; MESH:C536702	| autoimmune_diseases | inflammatory_disease | anemia	hematology | genetics_and_genomics	blood_bone_marrow_disorder | vascular_disorder
MONDO:0001827	white piedra	A superficial mycosis due to T beigelii that is characterized by a soft, friable, beige nodule of the distal ends of hair shafts.	Tinea blanca	mondo:icd10_billable	icd11.foundation:303653536; ICD9:111.2; ICD10CM:B36.2; UMLS:C0040249; DOID:13902; MEDGEN:452113; SCTID:35586003	| inflammatory_disease | anemia | autoimmune_diseases	dermatology | urology	kidney_disorder | urinary_tract_disorder | skin_disorder
MONDO:0017918	white matter hypoplasia-corpus callosum agenesis-intellectual disability syndrome	White matter hypoplasia-corpus callosum agenesis-intellectual disability syndrome is a very rare neurological condition. The few patients described in the medical literature were characterized by brain anomalies; an unusual face with broad nasal root, wide spaced eyes (hypertelorism) and a very small chin (micrognathia); failure to thrive; severe intellectual disability ;and lack of muscle tone (hypotonia). Exams of the brain showed a poor development (hypoplasia) of the pale part of the brain known as white matter, and an absent or abnormal corpus callosum (nerve fibers joining the two hemispheres of the brain). Only a few cases have being described. The cause is unknown but may be related to a disorder of axonal development. The described cases seem to be inherited in an autosomal recessive or X-linked way. Corpus callosum agenesis is one of the more frequent congenital malformations. It can be either asymptomatic or associated with intellectual disability, epilepsy, or psychiatric syndromes. It can be part of several genetic syndromes, such as Aicardi syndrome, Andermann syndrome and Apert syndrome, trisomies 13, 18 ; or result from metabolic causes; drugs (cocaine); or viral infection (influenza). Many patients with corpus callosum anomalies have other brain anomalies, including white matter hypoplasia. There is no information on specific treatment for this condition.	Curatolo-Cilio-Pessagno syndrome	mondo:gard_rare; mondo:nord_rare; mondo:rare; mondo:ordo_disorder; mondo:ordo_malformation_syndrome; mondo:otar; mondo:orphanet_rare	MEDGEN:419038; GARD:12488; MESH:C536701; UMLS:C2931292; Orphanet:3207	neurodegenerative_disease|mental_health_disorder|metabolic_disorder	neurology | genetics_and_genomics | pediatric | psychiatry	brain_disorder | spinal_disorder | intellectual_disability_syndrome
MONDO:0010199	white forelock with malformations	White forelock with malformations is a multiple congenital anomalies syndrome characterized by poliosis, distinct facial features (epicanthal folds, hypertelorism, posterior rotation of ears, prominent philtrum, high-arched palate) and congenital anomalies/malformations of the eye (blue sclera), cardiopulmonary (atrial septal defect, prominent thoracic and abdominal veins), and skeletal (clinodactyly, syndactyly of the fingers and 2nd and 3rd toes) systems. There have been no further descriptions in the literature since 1980.	white forelock with malformations	mondo:rare; mondo:ordo_malformation_syndrome; mondo:ordo_disorder; mondo:gard_rare; mondo:otar; mondo:orphanet_rare	MESH:C536700; SCTID:763619009; MEDGEN:376362; Orphanet:2475; OMIM:277740; GARD:10081; UMLS:C1848463	neurodegenerative_disease | metabolic_disorder	genetics_and_genomics | dermatology | pediatric	bone_disorder | skin_disorder
MONDO:0016447	white fibrous papulosis of the neck	White fibrous papulosis of the neck (WFPN) is a rare, acquired, dermal elastic tissue disorder characterized by multiple, 2-3 mm sized, non-confluent, asymptomatic, white or pale-colored, non-follicular, firm papular lesions occurring predominantly on the lateral or posterior aspects of the neck. Other, rarely reported sites include inferior axillae, central mid-back and upper sternal region.		mondo:ordo_disorder; mondo:rare; mondo:orphanet_rare; mondo:gard_rare; mondo:nord_rare	UMLS:C4706484; MEDGEN:1647664; GARD:20587; Orphanet:228290; icd11.foundation:1989852752	autoimmune_diseases|inflammatory_disease	dermatology | otolaryngology	skin_disorder | lymphatic_disorder
MONDO:0010197	whistling face syndrome, recessive form		whistling face syndrome, recessive form	mondo:nord_rare; mondo:rare; mondo:gard_rare	GARD:10024; MESH:C536699; UMLS:C1848470; DOID:0111606; OMIM:277720; MEDGEN:376364	neurodegenerative_disease | metabolic_disorder | autoimmune_diseases	genetics_and_genomics | pediatric	eye_disorder | ear_disorder | throat_disorder
MONDO:0005417	wet macular degeneration	A form of RETINAL degeneration in which abnormal CHOROIDAL NEOVASCULARIZATION occurs under the RETINA and MACULA LUTEA, causing bleeding and leaking of fluid. This leads to bulging and or lifting of the macula and the distortion or destruction of central vision.	wet senile macular retinal degeneration; wet age related macular degeneration; neovascular age-related macular degeneration; wet AMD; exudative senile macular degeneration of retina; Senile macular degeneration, wet; wet ARMD	mondo:otar; mondo:gard_rare; mondo:rare	EFO:0004683; MESH:D057135; ICD9:362.52; UMLS:C2237660; DOID:10873; MEDGEN:389185; SCTID:414173003	neurodegenerative_disease | inflammatory_disease | autoimmune_diseases	neurology | ophthalmology	eye_disorder|veterinary_disorder
MONDO:0024183	wet beriberi				DOID:0070317; icd11.foundation:1753713002; UMLS:C0268669; MEDGEN:541400	metabolic_disorder | cardiovascular_disorder	cardiology | endocrinology	endocrine_disorder|lower_gastrointestinal_disorder|upper_gastrointestinal_disorder
MONDO:0019380	western equine encephalitis	An acute arboviral infection caused by an alphavirus of the Togaviridae family transmitted by an infected mosquito, that more frequently affects children and that is characterized by the presence of mild flulike symptoms (fever, chills, headache, nausea, vomiting, and anorexia) but that can progress to weakness, altered mental status, photophobia, mental confusion, seizures, somnolence, coma and/or even death. The disease can leave neurological sequelae, mainly in infants and children, such as seizures, spasticity or behavioral disorders.	Western equine encephalitis virus infectious encephalitis; Western equine encephalitis virus caused infectious encephalitis; Western equine encephalomyelitis	mondo:icd10_billable; mondo:nord_rare; mondo:ordo_disorder; mondo:otar; mondo:rare; mondo:orphanet_rare; mondo:gard_rare	UMLS:C0153064; Orphanet:83593; MEDGEN:57778; GARD:7888; ICD10CM:A83.1; NCIT:C85227; MedDRA:10014614; ICD9:062.1; EFO:0007546; SCTID:47523006; DOID:10843; MESH:D020241; icd11.foundation:1543765035	neurodegenerative_disease | inflammatory_disease | autoimmune_diseases	neurology | pediatric | veterinary is implied but not listed	brain_disorder | spinal_disorder | other
MONDO:0016976	well-differentiated thymic neuroendocrine carcinoma			mondo:gard_rare; mondo:nord_rare; mondo:ordo_histopathological_subtype; mondo:ordo_subtype_of_a_disorder; mondo:rare	SCTID:717922007; UMLS:C4305465; MEDGEN:931134; Orphanet:263331; GARD:20895; icd11.foundation:2004515128	cancer | adrenal_gland_disease	oncology|endocrinology	endocrine_disorder | lung_disorder
MONDO:0971140	well-differentiated papillary mesothelial tumour of the pleura			mondo:matrix_included; mondo:rare; mondo:orphanet_rare; mondo:ordo_disorder	Orphanet:675822	cancer | adrenal_gland_disease | inflammatory_disease | autoimmune_diseases | allergy | metabolic_disorder | cardiovascular_disorder | neurodegenerative_disease | mental_health_disorder | anemia | other	oncology|cardiothoracic|pulmonology	lung_disorder | pleura_disorder
MONDO:0005103	well-differentiated liposarcoma	A locally aggressive malignant neoplasm composed of mature adipocytes showing cell size variation and nuclear atypia. It is often associated with the presence of hyperchromatic multinucleated stromal cells, and varying numbers of lipoblasts. There are three histologic subtypes, sclerosing, inflammatory, and spindle cell liposarcoma. These tumors do not usually metastasize unless they undergo dedifferentiation.	ALT; WDLS; well-differentiated liposarcoma; well differentiated liposarcoma; well differentiated liposarcoma of deep soft tissue; atypical lipoma	mondo:otar; mondo:ordo_histopathological_subtype; mondo:gard_rare; mondo:ordo_subtype_of_a_disorder; mondo:rare; mondo:nord_rare	EFO:0000736; NCIT:C4250; Orphanet:99971; ONCOTREE:WDLS; UMLS:C1370889; MEDGEN:237164; GARD:19721; ICDO:8851/3	cancer | cancer	oncology|orthopaedic	muscle_disorder|soft_tissue_disorder
MONDO:0017292	well-differentiated fetal adenocarcinoma of the lung	Well-differentiated fetal adenocarcinoma (WDFA) of the lung is a rare, primary, low-grade, bronchopulmonary neoplasm characterized by a well-circumscribed, usually large, pulmonary mass that is histologically composed of glycogen-rich neoplastic glands and tubules that resemble fetal lungs at 10 to 16 weeks of gestation and benign adjacent stroma. It typically presents with chest pain, cough, dyspnea, hemoptysis and/or generalized, non-specific symptoms, such as night sweats, lethargy, poor appetite and weight loss.	fetal adenocarcinoma; pulmonary adenocarcinoma of foetal type; foetal adenocarcinoma; foetal lung adenocarcinoma; fetal lung adenocarcinoma; well-differentiated fetal lung adenocarcinoma; WDFA; pulmonary adenocarcinoma of fetal type; pulmonary endodermal tumor resembling fetal lung; well-differentiated foetal lung adenocarcinoma; pulmonary endodermal tumour resembling foetal lung	mondo:rare; mondo:gard_rare; mondo:otar; mondo:nord_rare; mondo:ordo_disorder; mondo:orphanet_rare	NCIT:C45509; ICDO:8333/3; GARD:21120; Orphanet:284395; MEDGEN:843585; UMLS:C3873372	cancer | adrenal_gland_disease	oncology | pulmonology	lung_disorder|reproductive_system_disorder
MONDO:0043077	weinstein kliman scully syndrome			mondo:rare; mondo:gard_rare	MESH:C536688; GARD:392; UMLS:C2931289; MEDGEN:419765	neurodegenerative_disease | autoimmune_diseases | inflammatory_disease	neurology | genetics_and_genomics | endocrinology	eye_disorder | liver_disorder
MONDO:0003433	water-clear cell adenoma	A rare parathyroid gland adenoma composed of neoplastic cells with abundant cytoplasm. The cytoplasm of the neoplastic cells is usually not entirely clear, and is often variably vacuolated, foamy, and granular.	water-clear cell adenoma (morphologic abnormality); parathyroid gland water-clear cell adenoma		UMLS:C0334321; NCIT:C4155; DOID:5401; ICDO:8322/0; MEDGEN:83129	cancer | adrenal_gland_disease	| urology | oncology	kidney_disorder | liver_disorder
MONDO:0022007	water intoxication	A condition resulting from the excessive retention of water with sodium depletion.	water intoxication syndrome		MESH:D014869; SCTID:71785001; UMLS:C0043049; MEDGEN:53061	"metabolic_disorder|water_intoxication can also be caused by a variety of factors including kidney disease which is related to the category: metabolic_disorder 

corrected answer:
metabolic_disorder|inflammatory_disease"	neurology | renal medicine	kidney_disorder | urinary_tract_disorder
MONDO:0019077	warty dyskeratoma	A rare, usually solitary, benign epithelial tumor of the skin that appears to arise from a hair follicle. It usually develops in the head and neck region as a nodular lesion with a central keratotic plug.	follicular dyskeratoma; isolated follicular keratosis	mondo:rare; mondo:ordo_disorder; mondo:orphanet_rare; mondo:nord_rare; mondo:gard_rare	MedDRA:10068856; Orphanet:69745; icd11.foundation:1427186445; GARD:18899; SCTID:254676008; UMLS:C0334063; NCIT:C4087; MEDGEN:137717	cancer | autoimmune_diseases | inflammatory_disease	dermatology | oncology	skin_disorder | blood_bone_marrow_disorder | immune_disorder
MONDO:0020649	warty carcinoma of the penis	A squamous cell carcinoma that arises from the penis. It is characterized by a papillary growth pattern, hyperkeratosis and parakeratosis. Koilocytotic atypia is present. Human papillomavirus types 16 and 6 have been identified in some cases.	squamous cell carcinoma of the penis, warty type; warty penile squamous cell carcinoma; warty carcinoma of the penis; warty squamous cell carcinoma of penis; condylomatous penile squamous cell carcinoma; warty squamous cell carcinoma of the penis; condylomatous squamous cell carcinoma of penis; warty carcinoma of penis; condylomatous carcinoma of the penis; squamous cell carcinoma of penis, warty type; condylomatous carcinoma of penis; squamous cell carcinoma of penis, condylomatous type; squamous cell carcinoma of the penis, condylomatous type; condylomatous squamous cell carcinoma of the penis	mondo:rare; mondo:gard_rare	UMLS:C1337009; MEDGEN:234997; ONCOTREE:WPSCC; NCIT:C6981	cancer | inflammatory_disease | autoimmune_diseases	dermatology | urology | oncology	reproductive_system_disorder|skin_disorder
MONDO:0035473	warts-immunodeficiency-lymphedema-anogenital dysplasia syndrome	A rare primary lymphedema characterized by extensive, multisegmental lymphedema, associated with persistent, widespread infections with various genital high- and low-risk human papillomaviruses, resulting in multifocal anogenital dysplasia. Laboratory examination shows abnormalities in lymphocyte subsets, in particular CD4+ T-cells. Epidermal nevi and capillary malformations have also been reported.	WILD syndrome; disseminated warts-impaired cell-mediated immunity-primary lymphedema-anogenital dysplasia syndrome	mondo:rare; mondo:orphanet_rare; mondo:ordo_disorder; mondo:gard_rare; mondo:nord_rare	GARD:22300; Orphanet:568056; UMLS:C5568569; MEDGEN:1799992	autoimmune_diseases|lymphedema|inflammatory_disease	dermatology|immunology|pediatric|obstetrics_and_gynecology	immune_disorder | lymphatic_disorder | skin_disorder
